17/08/2021 11:36:21 2.57  103.21 42.35 100.91 inf

17/08/2021 11:36:25 3.53  103.21 42.47 100.91 inf

17/08/2021 11:36:29 3.52  103.21 42.50 100.91 inf

17/08/2021 11:36:33 3.51  103.21 42.47 100.91 inf

17/08/2021 11:36:37 2.66  103.21 42.59 100.91 inf

17/08/2021 11:36:42 3.53  103.21 42.56 100.91 inf

17/08/2021 11:36:46 3.52  103.21 42.56 100.91 inf

17/08/2021 11:36:50 2.40  103.21 42.56 100.91 inf

17/08/2021 11:36:54 3.51  103.21 42.63 100.96 inf

17/08/2021 11:36:58 3.52  103.21 42.53 100.96 inf

17/08/2021 11:37:02 2.74  103.21 42.59 100.96 inf

17/08/2021 11:37:06 3.50  103.21 42.66 100.91 inf

